Training configuration
  config=./train_config_v2.json
  data_dir=./data/processed/260602_sub1_hjlee_raw
  input_file=X_eeg_raw.npy
  checkpoint_root=./checkpoints_eegnet_randomsplit
  epochs=100
  batch_size=16
  lr=0.0001
  weight_decay=0.0001
  patience=100
  seed=42
  val_test_ratio=0.2
  weighted_sampler=True
  run_window_diagnostic=False
  window_size=256
  window_stride=128
  balance_rest_to_target=False
  run_5fold_cross_validation=True
  selection_metric=balanced_loss

Loading X_eeg_raw.npy...
Device: cuda | X: (500, 64, 4000) | run: ./checkpoints_eegnet_randomsplit/20260625_142158
Data split: train=300 val=100 test=100
Original label distribution:
  train: label0=60 label1=60 label2=60 label3=60 label4=60 total=300
  val:   label0=20 label1=20 label2=20 label3=20 label4=20 total=100
  test:  label0=20 label1=20 label2=20 label3=20 label4=20 total=100

=== 5-fold cross-validation ===

--- fold 1/5: train=300 val=100 test=100 ---
fold=1 label=0
fold=3 label=0 | epoch 050 | train loss: 0.5935 bal_acc: 0.71 acc: 0.71 | val loss: 0.6220 bal_loss: 0.6441 bal_acc: 0.69 acc: 0.68
fold=3 label=0 | epoch 060 | train loss: 0.6024 bal_acc: 0.67 acc: 0.67 | val loss: 0.6021 bal_loss: 0.6387 bal_acc: 0.67 acc: 0.69
fold=3 label=0 | epoch 070 | train loss: 0.5935 bal_acc: 0.70 acc: 0.68 | val loss: 0.6107 bal_loss: 0.6405 bal_acc: 0.73 acc: 0.72
fold=3 label=0 | epoch 080 | train loss: 0.5346 bal_acc: 0.75 acc: 0.75 | val loss: 0.6168 bal_loss: 0.6596 bal_acc: 0.60 acc: 0.66
fold=3 label=0 | epoch 090 | train loss: 0.5327 bal_acc: 0.73 acc: 0.73 | val loss: 0.6239 bal_loss: 0.6423 bal_acc: 0.67 acc: 0.69
fold=3 label=0 | epoch 100 | train loss: 0.5437 bal_acc: 0.72 acc: 0.72 | val loss: 0.6383 bal_loss: 0.6537 bal_acc: 0.60 acc: 0.63
fold=3 label=2
fold=3 label=2 | epoch 001 | train loss: 0.6960 bal_acc: 0.50 acc: 0.50 | val loss: 0.6531 bal_loss: 0.6938 bal_acc: 0.50 acc: 0.80
fold=3 label=2 | epoch 010 | train loss: 0.6869 bal_acc: 0.54 acc: 0.54 | val loss: 0.6451 bal_loss: 0.6763 bal_acc: 0.56 acc: 0.74
fold=3 label=2 | epoch 020 | train loss: 0.6714 bal_acc: 0.64 acc: 0.64 | val loss: 0.6213 bal_loss: 0.6624 bal_acc: 0.54 acc: 0.69
fold=3 label=2 | epoch 030 | train loss: 0.6471 bal_acc: 0.70 acc: 0.70 | val loss: 0.6238 bal_loss: 0.6461 bal_acc: 0.57 acc: 0.65
fold=3 label=2 | epoch 040 | train loss: 0.6071 bal_acc: 0.70 acc: 0.70 | val loss: 0.5813 bal_loss: 0.6345 bal_acc: 0.58 acc: 0.72
fold=3 label=2 | epoch 050 | train loss: 0.5995 bal_acc: 0.71 acc: 0.71 | val loss: 0.5709 bal_loss: 0.6374 bal_acc: 0.58 acc: 0.69
fold=3 label=2 | epoch 060 | train loss: 0.5768 bal_acc: 0.70 acc: 0.70 | val loss: 0.5896 bal_loss: 0.6412 bal_acc: 0.62 acc: 0.70
fold=3 label=2 | epoch 070 | train loss: 0.5191 bal_acc: 0.75 acc: 0.75 | val loss: 0.5796 bal_loss: 0.6299 bal_acc: 0.68 acc: 0.73
fold=3 label=2 | epoch 080 | train loss: 0.5610 bal_acc: 0.71 acc: 0.71 | val loss: 0.5803 bal_loss: 0.6408 bal_acc: 0.60 acc: 0.69
fold=3 label=2 | epoch 090 | train loss: 0.5537 bal_acc: 0.71 acc: 0.70 | val loss: 0.6175 bal_loss: 0.6297 bal_acc: 0.67 acc: 0.68
fold=3 label=2 | epoch 100 | train loss: 0.4915 bal_acc: 0.76 acc: 0.76 | val loss: 0.6159 bal_loss: 0.6542 bal_acc: 0.64 acc: 0.66
fold=3 label=1_vs_3 | epoch 001 | train loss: 0.6881 bal_acc: 0.52 acc: 0.52 | val loss: 0.7012 bal_loss: 0.7012 bal_acc: 0.50 acc: 0.50
fold=3 label=1_vs_3 | epoch 010 | train loss: 0.6814 bal_acc: 0.55 acc: 0.53 | val loss: 0.6942 bal_loss: 0.6942 bal_acc: 0.50 acc: 0.50
fold=3 label=1_vs_3 | epoch 020 | train loss: 0.6613 bal_acc: 0.58 acc: 0.59 | val loss: 0.6866 bal_loss: 0.6866 bal_acc: 0.50 acc: 0.50
fold=3 label=1_vs_3 | epoch 030 | train loss: 0.6742 bal_acc: 0.55 acc: 0.53 | val loss: 0.6874 bal_loss: 0.6874 bal_acc: 0.43 acc: 0.42
fold=3 label=1_vs_3 | epoch 040 | train loss: 0.6676 bal_acc: 0.61 acc: 0.60 | val loss: 0.6804 bal_loss: 0.6804 bal_acc: 0.45 acc: 0.45
fold=3 label=1_vs_3 | epoch 050 | train loss: 0.6639 bal_acc: 0.60 acc: 0.60 | val loss: 0.6759 bal_loss: 0.6759 bal_acc: 0.45 acc: 0.45
fold=3 label=1_vs_3 | epoch 060 | train loss: 0.6722 bal_acc: 0.55 acc: 0.55 | val loss: 0.6850 bal_loss: 0.6850 bal_acc: 0.47 acc: 0.47
fold=3 label=1_vs_3 | epoch 070 | train loss: 0.6544 bal_acc: 0.64 acc: 0.65 | val loss: 0.6904 bal_loss: 0.6904 bal_acc: 0.52 acc: 0.53
fold=3 label=1_vs_3 | epoch 080 | train loss: 0.6312 bal_acc: 0.64 acc: 0.64 | val loss: 0.6852 bal_loss: 0.6852 bal_acc: 0.58 acc: 0.57
fold=3 label=1_vs_3 | epoch 090 | train loss: 0.6114 bal_acc: 0.67 acc: 0.66 | val loss: 0.6876 bal_loss: 0.6876 bal_acc: 0.57 acc: 0.57
fold=3 label=1_vs_3 | epoch 100 | train loss: 0.6160 bal_acc: 0.77 acc: 0.77 | val loss: 0.6690 bal_loss: 0.6690 bal_acc: 0.60 acc: 0.60

--- fold 4/5: train=300 val=100 test=100 ---
fold=4 label=0
fold=4 label=0 | epoch 001 | train loss: 0.7002 bal_acc: 0.51 acc: 0.51 | val loss: 0.6590 bal_loss: 0.6989 bal_acc: 0.50 acc: 0.80
fold=4 label=0 | epoch 010 | train loss: 0.6876 bal_acc: 0.56 acc: 0.54 | val loss: 0.6545 bal_loss: 0.7139 bal_acc: 0.46 acc: 0.70
fold=4 label=0 | epoch 020 | train loss: 0.6540 bal_acc: 0.65 acc: 0.65 | val loss: 0.6644 bal_loss: 0.7200 bal_acc: 0.49 acc: 0.60
fold=4 label=0 | epoch 030 | train loss: 0.6175 bal_acc: 0.64 acc: 0.64 | val loss: 0.6749 bal_loss: 0.7315 bal_acc: 0.58 acc: 0.60
fold=4 label=0 | epoch 040 | train loss: 0.5976 bal_acc: 0.68 acc: 0.68 | val loss: 0.6284 bal_loss: 0.7147 bal_acc: 0.54 acc: 0.62
fold=4 label=0 | epoch 050 | train loss: 0.5685 bal_acc: 0.71 acc: 0.71 | val loss: 0.6288 bal_loss: 0.6890 bal_acc: 0.49 acc: 0.58
fold=4 label=0 | epoch 060 | train loss: 0.5332 bal_acc: 0.73 acc: 0.73 | val loss: 0.6392 bal_loss: 0.7245 bal_acc: 0.53 acc: 0.61
fold=4 label=0 | epoch 070 | train loss: 0.5384 bal_acc: 0.69 acc: 0.69 | val loss: 0.6785 bal_loss: 0.7111 bal_acc: 0.52 acc: 0.56
fold=4 label=0 | epoch 080 | train loss: 0.5189 bal_acc: 0.76 acc: 0.76 | val loss: 0.6601 bal_loss: 0.7487 bal_acc: 0.52 acc: 0.59
fold=4 label=0 | epoch 090 | train loss: 0.5307 bal_acc: 0.75 acc: 0.74 | val loss: 0.7154 bal_loss: 0.7961 bal_acc: 0.50 acc: 0.56
fold=4 label=0 | epoch 100 | train loss: 0.5280 bal_acc: 0.72 acc: 0.72 | val loss: 0.6644 bal_loss: 0.7761 bal_acc: 0.51 acc: 0.58
fold=4 label=2
fold=4 label=2 | epoch 001 | train loss: 0.6939 bal_acc: 0.51 acc: 0.53 | val loss: 0.6551 bal_loss: 0.6949 bal_acc: 0.49 acc: 0.79
fold=4 label=2 | epoch 010 | train loss: 0.6971 bal_acc: 0.53 acc: 0.50 | val loss: 0.6466 bal_loss: 0.6782 bal_acc: 0.53 acc: 0.73
fold=4 label=2 | epoch 020 | train loss: 0.6666 bal_acc: 0.63 acc: 0.64 | val loss: 0.6493 bal_loss: 0.6646 bal_acc: 0.59 acc: 0.62
fold=4 label=2 | epoch 030 | train loss: 0.6605 bal_acc: 0.64 acc: 0.64 | val loss: 0.6386 bal_loss: 0.6580 bal_acc: 0.62 acc: 0.64
